Geneid	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3
AT5G02445	0	0	0	0	0	0
AT5G02535	1	2	0	3	1	1
AT5G02115	0	0	0	1	0	0
AT5G03315	0	0	0	0	0	0
AT5G06245	0	0	0	0	0	0
AT5G06395	0	0	0	0	0	0
AT5G03835	0	0	0	0	0	0
AT5G09185	0	0	0	0	0	0
AT5G48775	11	9	1	18	7	3
AT5G04005	0	0	0	0	0	0
AT5G65575	135	149	58	183	72	20
AT5G03975	0	0	0	0	0	0
AT5G00880	0	0	0	0	0	0
AT5G63195	0	0	1	2	0	0
AT5G09535	1	3	0	3	0	0
AT5G00820	0	0	0	0	0	0
AT5G64572	0	0	0	0	0	0
AT5G08820	0	0	0	0	0	0
AT5G09395	0	0	0	0	0	0
AT5G02455	0	0	0	0	0	0
AT5G00780	0	1	0	2	0	0
AT5G41612	0	0	0	0	0	0
AT5G01945	0	0	0	1	0	0
AT5G03668	0	1	0	1	1	1
AT5G49152	0	0	0	0	0	0
AT5G08175	0	0	0	0	0	0
AT5G03875	3	9	2	6	2	0
AT5G38212	43	55	16	58	47	5
AT5G01545	3	5	2	2	3	0
AT5G03255	0	0	1	0	0	0
AT5G09385	1	10	3	9	6	0
AT5G03825	0	0	0	0	1	0
AT5G02875	1	7	1	6	2	0
AT5G01675	0	1	0	0	1	0
AT5G05435	58	47	23	36	19	0
AT5G44562	0	0	0	0	0	0
AT5G07015	0	0	0	0	0	0
AT5G09030	0	0	0	0	0	0
AT5G08920	0	0	0	0	0	0
AT5G04375	0	0	0	0	0	0
AT5G01005	0	0	0	0	0	0
AT5G00905	0	0	0	0	0	0
AT5G00865	1	0	0	1	0	0
AT5G03175	9	10	3	11	6	0
AT5G09155	0	0	0	0	0	0
AT5G00990	1	1	0	1	0	0
AT5G09565	0	0	0	0	0	0
AT5G00815	0	0	0	0	0	0
AT5G01295	0	0	0	0	0	0
AT5G36002	0	1	0	0	1	0
AT5G00920	0	0	0	0	0	0
AT5G04015	0	0	0	0	0	0
AT5G09285	0	0	0	0	0	0
AT5G08235	0	5	2	2	4	1
AT5G07265	0	0	0	0	0	0
AT5G09855	0	0	0	0	0	0
AT5G01645	0	0	0	0	0	0
AT5G09405	0	0	0	0	0	0
AT5G01595	4	2	0	4	1	0
AT5G09845	0	0	0	0	0	0
AT5G09120	0	0	0	0	0	0
AT5G02905	0	0	0	0	0	0
AT5G08885	0	0	0	0	0	0
AT5G02195	0	0	0	0	0	0
AT5G08275	0	0	0	0	0	0
AT5G15022	0	1	0	1	1	0
AT5G03195	0	0	0	0	0	0
AT5G19221	1	0	1	2	1	0
AT5G06865	0	0	0	0	1	3
AT5G09785	2	3	5	3	5	1
AT5G01815	0	0	0	0	0	0
AT5G08825	0	0	0	0	0	0
AT5G07025	0	0	0	0	0	0
AT5G03165	4	6	3	8	5	0
AT5G03585	13	5	3	14	8	0
AT5G08880	0	0	0	0	0	0
AT5G06695	0	0	0	0	0	0
AT5G02705	1	1	0	2	2	0
AT5G08960	0	0	0	0	0	0
AT5G09925	0	0	0	0	0	0
AT5G08835	0	0	0	0	0	0
AT5G07525	2	0	0	5	0	0
AT5G00870	0	0	0	0	0	0
AT5G01175	15	40	6	37	14	4
AT5G07885	0	0	0	1	0	0
AT5G09685	0	0	0	0	0	0
AT5G01215	0	0	0	0	0	0
AT5G01095	0	0	0	0	0	0
AT5G09160	0	0	0	0	0	0
AT5G01255	0	0	0	0	0	0
AT5G07515	0	0	0	0	0	0
AT5G08830	0	0	0	0	0	0
AT5G01375	0	0	0	0	0	0
AT5G08870	0	0	0	0	0	0
AT5G45472	13	13	2	13	8	0
AT5G06295	0	1	0	1	0	0
AT5G02225	1	4	0	0	0	0
AT5G04185	0	0	0	0	2	0
AT5G67488	1	4	3	8	1	0
AT5G02525	1	0	0	0	0	0
AT5G40348	0	0	0	0	0	0
AT5G66558	1	4	0	3	1	0
AT5G07975	0	0	0	0	0	0
AT5G07985	0	0	0	0	0	0
AT5G01732	0	0	0	0	0	0
AT5G01555	0	0	0	0	0	0
AT5G02125	0	0	0	0	0	0
AT5G06665	0	0	0	0	0	0
AT5G01542	0	0	0	0	0	0
AT5G59732	0	0	0	0	0	0
AT5G09275	0	0	0	0	0	0
AT5G02515	0	0	0	0	0	0
AT5G09135	0	0	0	0	0	0
AT5G07152	0	0	0	0	0	0
AT5G06505	0	0	0	0	0	0
AT5G08840	0	0	0	0	0	0
AT5G09175	12	15	4	9	5	0
AT5G02095	0	0	0	0	0	0
AT5G00785	0	0	0	0	0	0
AT5G08135	0	2	0	0	1	0
AT5G00900	0	0	0	0	0	0
AT5G01435	0	0	0	0	0	0
AT5G09443	2	2	0	1	1	1
AT5G02695	0	0	0	0	0	0
AT5G18245	39	48	15	48	21	4
AT5G02605	2	5	2	2	1	0
AT5G03635	0	0	0	0	0	0
AT5G18255	88	94	35	108	49	20
AT5G42092	0	0	0	0	0	0
AT5G01315	0	0	0	0	0	0
AT5G07895	0	1	0	1	0	0
AT5G01205	0	0	0	0	0	0
AT5G08980	0	0	0	0	0	0
AT5G03235	0	0	0	0	0	0
AT5G03245	0	0	0	0	0	0
AT5G01125	1	1	0	1	0	0
AT5G03805	0	0	0	0	0	0
AT5G54569	18	23	2	11	9	2
AT5G53048	3	7	3	9	10	1
AT5G03985	0	0	0	12	10	1
AT5G01935	0	0	0	2	2	0
AT5G02755	0	0	0	0	0	0
AT5G04905	1	1	0	0	0	0
AT5G06155	0	0	0	0	0	0
AT5G15845	9	9	7	10	3	1
AT5G06385	0	0	0	0	0	0
AT5G00895	0	0	0	0	0	0
AT5G02595	0	1	0	3	1	0
AT5G05995	0	0	0	0	0	0
AT5G08990	1	0	1	3	2	0
AT5G07285	21	14	1	21	10	1
AT5G06235	3	1	0	2	1	1
AT5G03185	0	0	0	0	0	0
AT5G08285	0	0	0	0	0	0
AT5G16235	2	3	1	0	1	0
AT5G01615	0	0	0	0	0	0
AT5G02415	9	7	7	17	1	1
AT5G09150	0	0	0	0	0	0
AT5G26146	5	3	2	1	0	0
AT5G49138	0	0	0	0	0	0
AT5G00875	1	3	0	3	0	0
AT5G07275	0	0	0	0	0	0
AT5G00860	0	0	0	0	0	0
AT5G60022	5	1	0	6	0	0
AT5G00965	0	1	0	1	0	0
AT5G03375	0	0	0	0	0	0
AT5G01835	0	0	0	0	0	0
AT5G02105	0	0	0	0	0	0
AT5G08950	0	0	0	0	0	0
AT5G02155	0	1	0	1	0	0
AT5G59662	3	3	0	2	1	0
AT5G04335	0	0	0	0	0	0
AT5G08425	0	0	0	0	0	0
AT5G01765	12	5	2	12	8	1
AT5G02895	0	0	0	0	0	0
AT5G20225	0	0	0	1	0	0
AT5G09595	0	0	0	0	0	0
AT5G05975	1	3	1	2	1	0
AT5G02555	0	0	0	0	0	0
AT5G04935	0	0	0	0	0	0
AT5G41905	6	2	1	4	3	0
AT5G04995	0	0	0	0	0	0
AT5G41663	18	17	2	16	7	1
AT5G04975	0	0	0	0	0	0
AT5G59505	3	0	0	0	0	0
AT5G24825	0	1	1	0	1	0
AT5G04275	0	0	0	0	0	0
AT5G06105	0	0	0	0	0	0
AT5G04955	0	0	0	0	0	0
AT5G02035	0	0	0	0	0	0
AT5G03305	0	0	0	0	0	0
AT5G06175	0	0	0	0	0	0
AT5G10945	4	4	2	2	4	0
AT5G07055	0	0	0	0	0	0
AT5G01915	0	0	0	0	0	0
AT5G01735	0	0	0	0	0	0
AT5G04915	0	0	0	0	0	0
AT5G14565	0	0	0	0	0	0
AT5G14545	0	0	0	0	0	0
AT5G04965	0	0	0	0	0	0
AT5G07655	0	0	0	0	0	0
AT5G55835	0	0	0	0	0	0
AT5G26147	0	0	0	0	0	0
AT5G07965	0	0	1	0	0	0
AT5G39635	0	0	0	0	0	0
AT5G40384	0	0	0	0	0	0
AT5G11977	0	0	0	0	0	0
AT5G03145	0	0	0	0	0	0
AT5G07075	0	0	0	0	0	0
AT5G39693	2	0	1	0	0	0
AT5G26038	0	0	0	0	0	0
AT5G08255	0	0	0	0	0	0
AT5G62848	0	0	0	0	0	0
AT5G52797	0	0	0	0	0	0
AT5G05505	0	0	0	0	0	0
AT5G08210	1	6	0	9	1	0
AT5G66045	0	0	0	1	0	0
AT5G62162	0	0	0	0	1	0
AT5G08800	1	0	0	0	0	0
AT5G46845	18	51	22	24	12	1
AT5G04415	0	0	0	0	0	0
AT5G01747	4	3	2	4	5	0
AT5G45307	0	0	0	0	0	0
AT5G23065	0	0	2	0	1	0
AT5G15833	0	0	0	0	0	0
AT5G05005	0	0	0	0	0	0
AT5G05185	0	0	0	0	0	0
AT5G03425	0	0	0	0	0	0
AT5G50717	0	0	0	0	0	0
AT5G03475	6	3	1	2	3	0
AT5G01755	0	0	0	0	0	0
AT5G03225	0	0	0	0	0	0
AT5G35407	1	3	0	2	0	0
AT5G08185	27	45	8	29	6	1
AT5G08925	0	0	0	0	0	0
AT5G03265	0	0	0	0	0	0
AT5G13887	0	2	0	1	2	0
AT5G58465	0	0	0	0	0	0
AT5G60408	0	0	0	0	0	0
AT5G06605	0	0	0	0	0	0
AT5G04255	0	0	0	0	0	0
AT5G27807	1	0	0	0	0	0
AT5G07065	0	0	0	0	0	0
AT5G05035	0	0	0	0	0	0
AT5G43603	0	1	0	0	0	0
AT5G05315	0	0	0	0	0	0
AT5G63715	0	0	0	0	0	0
AT5G08717	0	0	0	0	0	0
AT5G03552	33	35	5	7	8	3
AT5G08712	0	0	0	0	0	0
AT5G04145	1	0	0	0	1	0
AT5G05915	0	0	0	0	0	0
AT5G04985	0	0	0	0	0	0
AT5G07875	1	0	0	0	0	0
AT5G01745	0	0	0	0	0	0
AT5G01785	0	0	0	0	0	0
AT5G06565	0	0	0	0	0	0
AT5G08865	0	0	0	0	0	0
AT5G05375	0	0	0	0	0	0
AT5G01495	0	0	0	0	0	0
AT5G51174	1	0	2	2	1	0
AT5G09130	0	0	0	0	0	0
AT5G44286	1	0	0	0	0	0
AT5G02675	0	1	0	0	0	0
AT5G52471	2	10	2	11	7	3
AT5G02315	0	0	0	0	0	0
AT5G08805	2	1	1	1	1	0
AT5G58595	3	0	1	1	1	1
AT5G06305	0	0	0	0	0	0
AT5G06835	1	1	0	0	0	0
AT5G02325	0	0	0	0	0	0
AT5G08850	0	0	0	0	0	0
AT5G09020	0	0	0	0	1	0
AT5G08860	0	0	0	0	0	0
AT5G02295	0	0	0	0	0	0
AT5G09000	0	0	0	0	0	0
AT5G53902	0	0	0	0	0	0
AT5G09515	0	0	0	0	0	0
AT5G07725	1	1	0	0	1	0
AT5G66564	0	0	0	0	0	0
AT5G00755	1	2	0	1	0	1
AT5G08515	1	2	0	3	2	0
AT5G04945	0	0	0	0	0	0
AT5G07105	2	2	0	2	1	0
AT5G66567	0	0	0	0	0	0
AT5G09005	0	0	0	0	0	0
AT5G54075	0	0	0	0	0	0
AT5G13225	0	0	0	0	0	0
AT5G02305	0	0	0	0	0	0
AT5G07095	0	0	0	1	0	0
AT5G02665	0	0	0	0	0	0
AT5G10572	0	0	0	0	0	0
AT5G02915	0	0	0	0	0	0
AT5G01515	2	1	0	1	1	0
AT5G01195	0	0	0	0	0	0
AT5G05385	0	0	0	0	0	0
AT5G41471	0	0	0	0	0	0
AT5G00760	0	1	2	4	1	0
AT5G01505	0	1	0	0	0	0
AT5G00765	1	4	0	6	1	2
AT5G04425	5	8	2	8	7	2
AT5G02575	5	3	2	9	4	1
AT5G00750	2	0	1	1	1	1
AT5G09495	0	0	0	0	0	0
AT5G01165	0	0	0	0	0	0
AT5G01145	0	0	0	0	0	0
AT5G06825	0	2	1	8	1	1
AT5G04545	0	0	0	0	0	0
AT5G08525	0	0	0	0	0	0
AT5G07735	1	0	0	0	0	0
AT5G08495	1	0	0	2	0	1
AT5G02565	6	0	0	5	2	0
AT5G66562	0	1	0	3	0	0
AT5G06115	0	0	0	0	0	0
AT5G02655	0	0	0	0	0	0
AT5G01135	0	0	0	0	0	0
AT5G09945	0	0	0	0	0	0
AT5G08810	0	0	0	0	0	0
AT5G02255	0	0	0	0	0	0
AT5G04085	0	0	0	0	0	0
AT5G07345	0	0	0	0	0	0
AT5G09010	0	0	0	0	0	0
AT5G04465	0	0	0	0	0	0
AT5G02245	0	0	0	0	0	0
AT5G04105	0	0	0	0	0	0
AT5G04315	0	0	0	0	0	0
AT5G04455	0	0	0	0	0	0
AT5G09585	0	0	0	0	0	0
AT5G06815	0	0	0	0	0	0
AT5G46315	0	0	0	0	0	0
AT5G40395	0	0	0	0	0	0
AT5G09140	0	0	0	0	0	0
AT5G61455	0	0	0	0	0	0
AT5G08025	0	0	0	0	0	0
AT5G07775	0	0	0	0	0	0
AT5G07335	0	0	0	0	0	0
AT5G08115	0	0	0	0	0	0
AT5G07415	0	0	0	0	0	0
AT5G06055	0	0	0	0	0	0
AT5G04305	1	0	0	0	0	0
AT5G01845	0	0	0	0	0	0
AT5G09080	0	0	0	0	0	0
AT5G07405	0	0	0	0	0	0
AT5G40545	0	0	0	0	0	0
AT5G46105	0	0	0	0	0	0
AT5G02815	0	0	0	0	0	0
AT5G02025	0	0	0	0	0	0
AT5G55505	0	0	0	0	0	0
AT5G07315	0	0	0	0	0	0
AT5G51055	0	0	0	0	0	0
AT5G41265	0	0	0	0	0	0
AT5G65305	0	0	0	0	0	0
AT5G44375	0	0	0	0	0	0
AT5G65615	0	0	0	0	0	0
AT5G10525	0	0	0	0	0	0
AT5G05985	0	0	0	0	0	0
AT5G41675	0	0	0	0	0	0
AT5G61345	0	0	0	0	0	0
AT5G25625	0	0	0	0	0	0
AT5G54365	0	0	0	0	0	0
AT5G18005	0	0	0	0	0	0
AT5G65015	0	0	0	0	0	0
AT5G40945	0	0	0	0	0	0
AT5G11325	0	0	0	0	0	0
AT5G65445	0	0	0	0	0	0
AT5G15175	0	0	0	0	0	0
AT5G02435	0	0	0	0	0	0
AT5G55045	0	0	0	0	0	0
AT5G13845	0	0	0	0	0	0
AT5G48465	0	0	0	0	0	0
AT5G59385	0	0	0	0	0	0
AT5G67455	0	0	0	0	0	0
AT5G14035	0	0	0	0	0	0
AT5G18085	0	0	0	0	0	0
AT5G03775	0	0	0	0	0	0
AT5G38905	0	0	0	0	0	0
AT5G60285	0	0	0	1	0	0
AT5G20854	0	0	0	0	0	0
AT5G09975	0	0	0	0	0	0
AT5G10455	0	0	0	0	0	0
AT5G18015	0	0	0	0	0	0
AT5G11225	0	0	0	0	0	0
AT5G56975	0	0	0	0	0	0
AT5G07135	0	0	0	0	0	0
AT5G45745	0	0	0	0	0	0
AT5G46595	0	0	0	0	0	0
AT5G45715	0	0	0	0	0	0
AT5G02725	0	0	0	0	0	0
AT5G60966	0	0	0	0	0	0
AT5G52355	0	0	0	0	0	0
AT5G43455	0	0	0	0	0	0
AT5G59055	0	0	0	0	0	0
AT5G20858	0	0	0	0	0	0
AT5G02615	0	0	0	0	0	0
AT5G37795	0	1	0	0	0	0
AT5G01365	0	0	0	0	0	0
AT5G44705	0	0	0	0	0	0
AT5G38155	0	0	0	0	0	0
AT5G16375	0	0	0	0	0	0
AT5G52495	0	0	0	0	0	0
AT5G61445	0	0	0	0	0	0
AT5G06125	0	0	0	0	0	0
AT5G50995	0	0	0	0	0	0
AT5G61835	0	0	0	0	0	0
AT5G07675	0	0	0	0	0	0
AT5G19095	0	0	0	0	0	0
AT5G20852	0	0	0	0	0	0
AT5G25585	0	0	0	0	0	0
AT5G03745	0	0	0	0	0	0
AT5G66817	0	0	0	0	0	0
AT5G22315	0	0	0	0	0	0
AT5G54375	0	0	0	0	0	0
AT5G64735	0	0	0	0	0	0
AT5G05945	0	0	0	0	0	0
AT5G09655	0	0	0	0	0	0
AT5G15805	0	0	0	0	0	0
AT5G57885	0	0	0	0	0	0
AT5G10235	0	0	0	0	0	0
AT5G03705	0	0	0	0	0	0
AT5G64855	0	1	0	0	0	0
AT5G48835	0	0	0	0	0	0
AT5G06685	0	0	0	0	0	0
AT5G44283	0	0	0	0	0	0
AT5G18755	0	0	0	0	0	0
AT5G55055	0	0	0	0	0	0
AT5G64505	0	0	0	0	0	0
AT5G32017	0	0	0	0	0	0
AT5G54865	0	0	0	0	0	0
AT5G48675	0	0	0	0	0	0
AT5G21378	0	0	0	0	0	0
AT5G60963	0	0	0	0	0	0
AT5G03452	0	0	0	0	0	0
AT5G52815	0	0	0	0	0	0
AT5G39895	0	0	0	0	0	0
AT5G65535	0	0	0	0	0	0
AT5G08075	0	0	0	0	0	0
AT5G50805	0	0	0	0	0	0
AT5G09755	0	0	0	0	0	0
AT5G05795	0	0	0	0	0	0
AT5G20856	0	0	0	0	0	0
AT5G56365	0	0	0	0	0	0
AT5G46325	0	0	0	0	0	0
AT5G03445	0	0	0	0	0	0
AT5G59395	0	0	0	0	0	0
AT5G66755	0	0	0	0	0	0
AT5G39535	0	0	0	0	0	0
AT5G41605	0	0	0	0	0	0
AT5G66535	0	0	0	0	0	0
AT5G02385	0	0	0	0	0	0
AT5G53487	0	0	0	0	0	0
AT5G23665	0	0	0	0	0	0
AT5G11475	0	0	0	0	0	0
AT5G63145	0	0	0	0	0	0
AT5G15815	0	0	0	0	0	0
AT5G59945	0	0	0	0	0	0
AT5G56745	0	0	0	0	0	0
AT5G07625	0	0	0	0	0	0
AT5G66568	0	0	0	0	0	0
AT5G14495	0	0	0	0	0	0
AT5G35605	0	0	0	0	0	0
AT5G27715	0	0	0	0	0	0
AT5G43535	0	0	0	0	0	0
AT5G09345	0	0	0	0	0	0
AT5G49435	0	0	0	0	0	0
AT5G58495	0	0	0	0	0	0
AT5G02505	0	0	0	0	0	0
AT5G50190	0	0	0	0	0	0
AT5G57735	0	0	0	0	0	0
AT5G02825	0	0	0	0	0	0
AT5G07322	75	71	16	161	76	20
AT5G06165	5	2	2	2	1	0
AT5G48412	1380	2168	562	917	428	89
AT5G44569	31	16	9	31	14	2
AT5G00885	0	0	0	0	0	0
AT5G45475	0	0	0	0	0	0
AT5G40316	0	0	0	2	0	0
AT5G33399	4	2	0	8	1	0
AT5G06955	0	0	0	0	0	0
AT5G08125	0	0	0	0	0	0
AT5G49615	0	0	0	0	0	0
AT5G08575	0	0	0	0	0	0
AT5G28824	0	0	0	0	0	0
AT5G37485	25	29	11	22	21	7
AT5G43403	124	202	73	205	87	20
AT5G38005	65	89	36	91	34	6
AT5G02135	0	0	0	0	1	0
AT5G34871	0	0	0	1	0	0
AT5G28262	14	7	6	13	2	1
AT5G43725	11	14	3	12	7	3
AT5G23410	93	97	49	144	55	16
AT5G05295	0	0	0	0	0	0
AT5G22788	2	4	2	4	3	0
AT5G33439	0	0	0	0	0	0
AT5G06095	0	0	0	0	0	0
AT5G05785	1	3	0	5	2	0
AT5G24205	1	4	2	2	4	1
AT5G03285	9	19	2	12	12	3
AT5G24206	0	0	1	2	2	1
AT5G23155	9	12	2	15	8	4
AT5G02975	0	0	0	0	0	0
AT5G40275	0	1	0	0	0	0
AT5G10278	65	61	30	41	18	2
AT5G24735	441	583	155	363	203	49
AT3G18710	97	93	30	142	76	18
AT3G07950	522	462	177	640	270	61
AT3G51870	43	53	7	65	24	17
AT3G18310	179	217	70	206	106	9
AT3G25717	263	488	175	466	225	53
AT3G48330	293	239	94	464	206	50
AT3G46440	1379	1141	398	2228	1001	276
AT3G53910	0	0	0	0	0	0
AT3G16830	917	972	284	1380	707	133
AT3G03305	300	340	115	515	224	59
AT3G03272	1	1	0	1	2	1
AT3G28960	6	4	1	3	4	0
AT3G10210	144	126	42	212	90	31
AT3G09680	12	18	3	48	20	5
AT3G63470	131	86	21	63	34	4
AT3G46920	310	300	117	541	239	41
AT3G57080	204	199	71	199	103	15
AT3G13820	0	1	1	1	0	0
AT3G49770	0	0	0	0	0	0
AT3G56070	510	496	129	806	399	99
AT3G15251	0	0	0	0	0	0
AT3G02780	2048	1938	578	3089	1423	423
AT3G52460	110	125	45	124	52	10
AT3G55380	240	301	88	445	223	53
AT3G44560	0	0	0	0	0	0
AT3G56520	0	0	0	0	0	0
AT3G27970	0	0	0	0	1	0
AT3G17420	658	943	272	1456	622	118
AT3G08780	224	169	54	269	117	29
AT3G55660	65	50	22	94	37	12
AT3G48480	14	16	4	28	11	3
AT3G02740	626	638	227	1104	545	143
AT3G63400	678	662	238	998	444	85
AT3G06130	388	335	114	327	166	45
AT3G05660	0	0	0	4	0	0
AT3G17140	0	0	0	0	0	0
AT3G24110	39	27	11	52	22	4
AT3G20920	522	526	144	624	299	66
AT3G54830	13	3	1	12	2	1
AT3G09190	64	39	24	69	24	13
AT3G05545	499	568	172	1047	492	103
AT3G26470	804	833	238	2956	1677	332
AT3G51100	183	220	64	345	177	44
AT3G29580	1	2	0	7	2	0
AT3G28370	43	51	23	66	44	6
AT3G26840	42	58	17	393	218	40
AT3G29010	44	47	23	69	26	5
AT3G10450	221	328	83	155	99	30
AT3G14510	35	16	3	21	6	2
AT3G28930	22	33	16	414	269	112
AT3G52950	259	260	102	472	227	55
AT3G57620	0	0	0	0	0	0
AT3G50670	1029	819	341	1291	654	132
AT3G44080	0	0	0	0	0	0
AT3G50370	2397	2157	793	2822	1409	240
AT3G09550	15	14	3	19	7	4
AT3G07568	136	168	33	219	111	31
AT3G48670	293	245	99	401	185	44
AT3G11270	256	270	101	553	262	67
AT3G08530	5260	4180	1586	7623	3440	839
AT3G22380	3704	3904	1199	5040	2414	384
AT3G05140	27	4	4	42	19	6
AT3G29750	0	0	0	0	0	0
AT3G54500	598	187	143	154	180	16
AT3G52760	180	174	38	182	91	19
AT3G27460	120	132	47	187	89	15
AT3G62780	89	68	15	73	32	7
AT3G28210	58	75	21	1434	901	270
AT3G47675	70	63	34	43	30	4
AT3G25060	9	3	3	11	2	1
AT3G26240	78	51	15	63	31	6
AT3G04860	42	45	18	55	17	3
AT3G55990	360	330	130	268	123	28
AT3G43940	0	0	0	0	0	0
AT3G09920	504	485	178	370	173	43
AT3G54900	326	261	95	425	205	46
AT3G16500	490	455	190	977	462	106
AT3G12910	1	1	0	5	3	1
AT3G18510	7	18	2	47	13	4
AT3G25730	209	373	87	774	383	58
AT3G48680	847	887	213	1050	516	116
AT3G63360	1	1	0	3	1	0
AT3G18010	1	0	0	1	1	0
AT3G01250	0	0	0	0	0	0
AT3G46070	0	0	0	0	0	0
AT3G19120	235	183	71	264	124	31
AT3G21305	0	0	0	0	0	0
AT3G01840	12	7	4	22	13	2
AT3G14290	576	499	172	738	365	113
AT3G23090	593	668	271	920	435	69
AT3G08690	460	561	123	1388	754	195
AT3G48540	15	8	1	24	4	2
AT3G48343	3	4	1	2	1	0
AT3G54300	591	569	221	1152	477	120
AT3G36659	0	0	0	0	0	0
AT3G58970	418	318	110	573	228	58
AT3G13010	0	0	0	1	1	0
AT3G01820	319	403	98	489	252	49
AT3G54630	0	0	0	0	0	0
AT3G45720	2	0	0	2	0	0
AT3G15548	0	0	0	0	0	0
AT3G54530	0	0	0	3	7	1
AT3G62900	684	818	323	1155	547	132
AT3G54410	8	16	6	16	12	1
AT3G22320	677	717	237	1141	520	137
AT3G57440	3	7	1	4	1	0
AT3G09700	91	67	17	140	57	16
AT3G50390	1	1	0	1	1	1
AT3G23070	202	136	64	195	110	25
AT3G14360	106	71	32	194	59	16
AT3G01550	1	0	0	0	0	0
AT3G58010	71	115	41	154	58	20
AT3G03740	380	401	130	718	361	86
AT3G53900	86	46	24	142	66	19
AT3G08970	139	226	67	476	341	56
AT3G62620	101	95	34	144	65	15
AT3G51780	135	135	32	300	139	41
AT3G14880	0	1	0	3	0	2
AT3G45600	1898	1655	669	1547	777	135
AT3G25573	0	0	0	0	0	0
AT3G59110	392	297	104	390	232	55
AT3G04570	641	553	165	1069	420	90
AT3G10320	161	168	85	441	200	48
AT3G02640	214	133	50	247	115	31
AT3G03110	287	272	110	401	232	54
AT3G28917	6	15	2	19	8	1
AT3G19960	739	876	294	953	509	109
AT3G14820	0	0	0	1	0	0
AT3G45630	620	660	180	810	426	66
AT3G18905	0	0	0	0	0	0
AT3G20560	197	201	58	255	122	33
AT3G12050	823	862	266	1670	978	199
AT3G03341	0	0	0	0	0	0
AT3G50120	35	23	12	19	9	1
AT3G15970	365	332	124	606	278	67
AT3G01970	315	353	141	780	428	115
AT3G47670	575	738	187	701	279	73
AT3G26810	1269	1332	480	1577	670	110
AT3G27190	1252	1190	420	1796	730	151
AT3G26512	0	0	0	0	0	0
AT3G10130	80	82	20	126	59	11
AT3G54826	117	115	34	245	111	36
AT3G08040	684	785	291	1236	506	126
AT3G10680	20	11	5	36	17	9
AT3G52590	3009	2657	657	4357	2099	698
AT3G54920	508	259	97	418	240	53
AT3G22040	0	0	0	0	0	0
AT3G47836	47	76	11	106	29	8
AT3G44570	4	4	2	1	3	0
AT3G02590	6	6	3	16	10	2
AT3G18430	242	297	75	457	218	52
AT3G44735	16	8	4	30	31	9
AT3G57570	403	394	149	599	281	58
AT3G28300	0	0	0	0	0	0
AT3G23830	616	499	150	687	408	134
AT3G32980	13478	14026	4088	13658	5384	1226
AT3G25030	25	42	13	55	23	2
AT3G62200	184	195	59	280	124	20
AT3G54060	8	7	5	7	3	0
AT3G19830	148	114	42	287	148	34
AT3G43810	855	929	233	1072	509	128
AT3G03780	1581	1742	490	7177	3043	547
AT3G01030	1	0	0	0	0	0
AT3G54110	988	832	236	1869	878	252
AT3G44230	0	0	0	0	0	0
AT3G24780	5	2	0	12	7	0
AT3G06150	134	147	40	183	78	14
AT3G52750	125	118	28	162	78	14
AT3G13600	122	154	50	219	152	37
AT3G15380	199	182	69	361	164	33
AT3G45390	122	151	50	73	25	3
AT3G13222	369	309	109	292	161	33
AT3G56660	1	2	0	1	4	0
AT3G28680	0	0	0	0	0	0
AT3G51880	950	1054	397	896	529	132
AT3G18035	1212	979	349	938	433	90
AT3G14400	681	766	230	904	427	80
AT3G18840	11	15	3	15	2	1
AT3G16590	0	0	0	0	0	0
AT3G10845	0	0	0	0	0	0
AT3G12010	569	502	165	930	382	112
AT3G56390	0	0	0	0	1	0
AT3G19660	218	357	97	408	218	57
AT3G04990	0	0	0	0	0	0
AT3G46840	0	0	0	0	0	0
AT3G58710	411	394	124	413	187	21
AT3G29100	42	66	17	65	41	8
AT3G58810	207	187	79	353	212	48
AT3G05640	118	62	36	26	25	8
AT3G28330	0	1	0	1	1	1
AT3G24440	300	256	95	492	230	62
AT3G27500	41	20	8	34	11	2
AT3G01185	0	0	0	0	0	0
AT3G61190	97	137	34	265	166	38
AT3G15010	725	650	297	1052	533	75
AT3G50840	131	102	39	103	49	9
AT3G51171	0	0	0	5	1	1
AT3G60100	2	0	2	0	1	0
AT3G17440	514	641	141	509	265	49
AT3G10350	263	217	70	399	227	42
AT3G46086	0	0	0	0	0	0
AT3G17030	64	56	32	110	52	9
AT3G12145	24	11	2	46	18	6
AT3G01080	18	21	7	23	13	2
AT3G60190	820	850	310	1268	694	141
AT3G49990	413	377	161	652	370	87
AT3G55580	4	3	0	2	0	0
AT3G03180	78	91	33	97	35	10
AT3G42786	0	0	0	0	0	0
AT3G25655	6	16	4	17	9	4
AT3G44718	0	0	0	0	0	0
AT3G04010	701	686	203	416	326	46
AT3G02270	0	0	0	0	0	0
AT3G42770	0	0	0	0	0	0
AT3G08650	1214	1238	377	1458	690	127
AT3G48231	0	0	0	0	0	0
AT3G61150	49	36	12	61	21	5
AT3G12970	70	36	5	25	14	3
AT3G61980	116	102	28	187	91	20
AT3G15115	52	116	21	44	20	4
AT3G33530	1120	932	352	1372	657	104
AT3G18210	302	279	96	502	254	63
AT3G01410	75	49	21	138	83	17
AT3G05720	0	1	1	4	2	0
AT3G05320	98	105	28	207	87	12
AT3G47110	121	100	47	131	62	4
AT3G31350	0	0	0	0	0	0
AT3G11430	402	361	95	722	369	54
